user_id,age,location_city,location_state,location_country
138418,41.0,ridgewood,newjersey,usa
140822,54.0,nrnberg,bayern,germany
156691,,lawrence,kansas,usa
158238,,glencove,newyork,usa
168177,25.0,dallas,texas,usa
184782,31.0,napoli,campania,italy
200009,30.0,montevista,colorado,usa
208099,36.0,skamokawa,washington,usa
219913,46.0,dhahran,easternprovince,saudiarabia
227870,,kansascity,missouri,usa
249559,60.0,arlington,virginia,usa
269114,57.0,glenburnie,maryland,usa
24597,,lakeland,florida,usa
209154,31.0,dover,newhampshire,usa
246612,36.0,lakeworth,florida,usa
705,,asti,piemonte,italy
707,,sanantonio,texas,usa
708,,duluth,minnesota,usa
244918,,coronado,california,usa
54812,41.0,lakewood,colorado,usa
227083,18.0,surrey,britishcolumbia,canada
1511,25.0,cuyahogafalls,ohio,usa
3017,,roma,lazio,italy
13907,27.0,tbingen,badenwuerttemberg,germany
16185,21.0,washington,dc,usa
25677,,houston,texas,usa
52790,,neworleans,louisiana,usa
55398,,cheyenne,wyoming,usa
56406,18.0,coconutgrove,florida,usa
72145,29.0,fairfax,virginia,usa
78312,,columbus,ohio,usa
87742,32.0,valencia,valencia,spain
92329,20.0,baltimore,maryland,usa
99766,,sanantonio,texas,usa
105655,,bethalto,illinois,usa
108336,,santacruz,california,usa
115266,61.0,huntsville,alabama,usa
119415,,houston,texas,usa
120677,28.0,alkmaar,noordholland,netherlands
131363,20.0,flekkefjord,vestagder,norway
139796,23.0,rottenburg,bavaria,germany
148133,26.0,hierden,gelderland,netherlands
175822,24.0,vevey,vaud,switzerland
176159,,mnchen,bayern,germany
191506,34.0,durham,northcarolina,usa
196688,,riodejaneiro,riodejaneiro,brazil
209765,,sanjose,california,usa
221198,22.0,valleyvillage,california,usa
222906,30.0,madrid,madrid,spain
223872,37.0,ogden,utah,usa
226975,28.0,smithville,missouri,usa
232475,,melbourne,victoria,australia
239374,,minneapolis,minnesota,usa
242037,,shanghai,shanghai,china
265834,51.0,madrid,madrid,spain
95915,13.0,scullin,australiancapitalterritory,australia
200568,48.0,stillwater,oklahoma,usa
92011,,troutdale,oregon,usa
4878,,mtpleasant,southcarolina,usa
7319,23.0,pittsburgh,pennsylvania,usa
9721,47.0,sandimas,california,usa
9735,16.0,newfreedom,pennsylvania,usa
14655,16.0,willowstreet,pennsylvania,usa
26070,14.0,houston,texas,usa
28809,38.0,nelson,england,unitedkingdom
30210,27.0,applecreek,ohio,usa
30359,,alexandria,virginia,usa
32217,17.0,lafayette,louisiana,usa
34740,17.0,sidney,britishcolumbia,canada
42198,,watervliet,newyork,usa
55502,16.0,dingmansferry,pennsylvania,usa
62074,,essex,vermont,usa
63452,20.0,westfield,newjersey,usa
64537,,harborcity,california,usa
69093,17.0,caledonia,michigan,usa
73469,56.0,winnipeg,manitoba,canada
75063,,rosellepark,newjersey,usa
77072,39.0,donaueschingen,badenwuerttemberg,germany
93126,14.0,toronto,ontario,canada
93194,,portland,oregon,usa
96821,,anacortes,washington,usa
106891,17.0,nashville,tennessee,usa
108081,17.0,sherwoodpark,alberta,canada
111827,,solanabeach,california,usa
115655,18.0,renfrew,ontario,canada
118518,,newark,delaware,usa
122888,18.0,jacksonville,florida,usa
125469,,saskatoon,saskatchewan,canada
127065,,oldbridge,newjersey,usa
142636,,stocktonsprings,maine,usa
143718,,oakpark,illinois,usa
149768,45.0,cornwallonhudson,newyork,usa
162909,,london,england,unitedkingdom
164918,,macomb,michigan,usa
166733,,pensacola,florida,usa
167600,,thunderbay,ontario,canada
189412,21.0,towson,maryland,usa
191873,,rockhill,southcarolina,usa
202797,17.0,upstate,newyork,usa
203893,26.0,standrews,manitoba,canada
208558,,sherwoodpark,alberta,canada
211068,16.0,nrichlandhills,texas,usa
213098,22.0,lasvegas,nevada,usa
220154,,mobile,alabama,usa
224650,,lakeoswego,oregon,usa
233143,34.0,crawfordsville,indiana,usa
234759,,enderby,britishcolumbia,canada
236842,20.0,glensfalls,newyork,usa
238387,,montreal,quebec,canada
242040,,portland,oregon,usa
245042,21.0,allentown,pennsylvania,usa
246910,15.0,sycamore,illinois,usa
252233,22.0,kansascity,missouri,usa
253343,,sanfrancisco,california,usa
256220,33.0,denver,colorado,usa
259152,,elizabeth,newjersey,usa
262347,,torrance,california,usa
266796,,middletown,connecticut,usa
273420,62.0,tallahassee,florida,usa
242357,28.0,watertown,massachusetts,usa
6339,16.0,christchurch,canterbury,newzealand
17506,,youngstown,ohio,usa
65752,18.0,unionville,ontario,canada
79188,51.0,vanderhoof,britishcolumbia,canada
107640,,theodore,alabama,usa
112226,,mapleridge,britishcolumbia,canada
153208,,burbank,california,usa
206152,19.0,victorville,california,usa
215548,,mapleridge,britishcolumbia,canada
233810,,durham,newhampshire,usa
81460,10.0,sandpoint,idaho,usa
81980,,roanoke,virginia,usa
254068,14.0,downingtown,pennsylvania,usa
118923,34.0,crawley,england,unitedkingdom
712,29.0,pratteln,baselland,switzerland
50610,39.0,schwetzingen,badenwuerttemberg,germany
56791,40.0,losalamos,newmexico,usa
68344,31.0,chicago,illinois,usa
73142,,desertines,,france
102542,,newyork,newyork,usa
190709,26.0,coquitlam,britishcolumbia,canada
7721,,adelaide,southaustralia,australia
34230,,heidelberg,badenwuerttemberg,germany
8858,33.0,hamburg,hamburg,germany
37683,32.0,konstanz,badenwuerttemberg,germany
41700,42.0,kerzers,fribourg,switzerland
42298,,straubing,bayern,germany
58250,19.0,gtersloh,nordrheinwestfalen,germany
75833,66.0,stuttgart,badenwuerttemberg,germany
76701,20.0,tungeln,niedersachsen,germany
78772,36.0,stuttgart,badenwuerttemberg,germany
80583,,colognekln,nordrheinwestfalen,germany
80781,27.0,hamburg,hamburg,germany
84126,40.0,berlin,berlin,germany
116074,37.0,dudenhofen,rheinlandpfalz,germany
187954,40.0,runkel,hessen,germany
197392,21.0,bonn,nordrheinwestfalen,germany
239610,37.0,rheinau,badenwuerttemberg,germany
262641,61.0,konstanz,badenwuerttemberg,germany
78862,28.0,leipzig,sachsen,germany
80061,29.0,baden,aargau,switzerland
128077,,hamburg,hamburg,germany
157353,,munich,bayern,germany
192042,32.0,aachen,nordrheinwestfalen,germany
61497,31.0,muenchen,bayern,germany
184871,27.0,freiburg,badenwuerttemberg,germany
235050,,mnchen,bayern,germany
713,49.0,abingdon,england,unitedkingdom
11358,,london,england,unitedkingdom
15156,37.0,toowoomba,queensland,australia
34349,48.0,brisbane,queensland,australia
36992,,perth,westernaustralia,australia
60895,61.0,flemington,victoria,australia
62339,,beaufort,victoria,australia
69406,56.0,chorley,england,unitedkingdom
92142,,london,england,unitedkingdom
93341,40.0,london,england,unitedkingdom
94999,34.0,berlin,berlin,germany
110826,33.0,belfast,northernireland,unitedkingdom
115277,,cheltenham,gloucestershire,unitedkingdom
119748,62.0,goldcoast,queensland,australia
126546,26.0,cambridge,massachusetts,usa
132376,,cheltenham,england,unitedkingdom
138791,55.0,liskeard,cornwall,unitedkingdom
144647,,ballarat,victoria,australia
163221,54.0,sydney,newsouthwales,australia
163925,49.0,birmingham,alabama,usa
164984,30.0,sydney,newsouthwales,australia
182763,,melbourne,victoria,australia
189848,36.0,henleyonthames,oxfordshire,unitedkingdom
191521,,busselton,westernaustralia,australia
192996,42.0,mitcham,victoria,australia
229369,,opio,riviera,france
266580,,wexford,leinster,ireland
274292,,newtonabbot,england,unitedkingdom
714,,austin,texas,usa
3948,,asheville,northcarolina,usa
33283,26.0,winnipeg,manitoba,canada
41404,,statenisland,newyork,usa
52498,,amsterdam,noordholland,netherlands
65769,36.0,statenisland,newyork,usa
67286,,calgary,alberta,canada
68650,24.0,waterloo,ontario,canada
85787,21.0,baltimore,maryland,usa
88605,,anchorage,alaska,usa
186010,21.0,paloalto,california,usa
206553,23.0,mainz,rheinlandpfalz,germany
234900,,pasadena,california,usa
250539,21.0,calgary,alberta,canada
260498,,saskatoon,saskatchewan,canada
272098,22.0,lethbridge,alberta,canada
54208,52.0,schertz,texas,usa
56007,27.0,norwich,connecticut,usa
61917,,alpharetta,georgia,usa
79182,29.0,greenville,southcarolina,usa
94207,29.0,lakegrove,newyork,usa
103171,,pascagoula,mississippi,usa
131045,21.0,henderson,nevada,usa
148572,,livermore,california,usa
202124,,stockton,california,usa
228328,,slipperyrock,pennsylvania,usa
242962,26.0,hillsboro,oregon,usa
277623,54.0,alamosa,co,usa
717,,springhill,florida,usa
192022,,midlothian,virginia,usa
271491,50.0,teaneck,newjersey,usa
11819,52.0,dunbar,westvirginia,usa
98405,,sturgeonbay,wisconsin,usa
237132,26.0,columbia,southcarolina,usa
256224,25.0,fremont,california,usa
275936,22.0,medway,massachusetts,usa
94213,80.0,esko,minnesota,usa
199795,48.0,ottawa,ontario,canada
206171,,pipersville,pennsylvania,usa
217491,41.0,pacifica,california,usa
726,31.0,eatontown,newjersey,usa
33282,,westhaven,connecticut,usa
38034,26.0,ocala,florida,usa
144214,,woodside,newyork,usa
213780,,colgate,wisconsin,usa
215851,,roanoke,virginia,usa
269217,,stockton,california,usa
37597,25.0,cherryvalley,california,usa
14683,30.0,london,england,unitedkingdom
17661,25.0,newyork,newyork,usa
59620,25.0,arlington,virginia,usa
229656,30.0,austin,texas,usa
256648,,westpoint,newyork,usa
728,,welsh,louisiana,usa
48827,17.0,philadelphia,pennsylvania,usa
98235,17.0,yakima,washington,usa
199935,,portland,oregon,usa
225721,,newyork,newyork,usa
245445,23.0,pawtucket,rhodeisland,usa
229412,27.0,kalispell,montana,usa
43678,,lajolla,california,usa
249912,26.0,kirkwood,missouri,usa
2632,47.0,farmingdale,newyork,usa
7253,32.0,augusta,georgia,usa
10164,34.0,mccomb,mississippi,usa
19969,44.0,antelope,california,usa
23997,35.0,jacksonville,florida,usa
38590,31.0,memphis,tennessee,usa
61774,,laingsburg,,michigan
71884,46.0,vancleave,mississippi,usa
123687,,ambler,pennsylvania,usa
139824,46.0,fortworth,texas,usa
161423,52.0,bonifay,florida,usa
167863,,bakersfield,california,usa
175101,61.0,tampa,florida,usa
175509,,riveredge,newjersey,usa
198038,35.0,cumberland,britishcolumbia,canada
212904,34.0,milwaukee,wisconsin,usa
227169,,jackson,michigan,usa
255372,,knoxville,tennessee,usa
259232,,lasvegas,nevada,usa
35073,,eastislip,newyork,usa
40104,,burnaby,britishcolumbia,canada
44404,,huntington,newyork,usa
77735,,juneau,alaska,usa
82653,53.0,abilene,texas,usa
117306,,laverne,california,usa
237477,32.0,newboston,ohio,usa
239834,43.0,calgary,alberta,canada
7266,,niagarafalls,newyork,usa
101835,43.0,newportnews,virginia,usa
151459,54.0,olympia,washington,usa
264137,,olympia,washington,usa
18554,,attleboro,massachusetts,usa
20446,38.0,christchurch,canterbury,newzealand
42739,,dublin,ohio,usa
48440,42.0,alexandria,virginia,usa
58191,,lakemont,newyork,usa
109265,,losangeles,california,usa
121779,41.0,inverness,scotland,unitedkingdom
150275,66.0,dunedin,otago,newzealand
203981,,sterling,virginia,usa
232251,29.0,powdersprings,georgia,usa
248168,,atlanta,georgia,usa
251400,,newtownsquare,pennsylvania,usa
252045,,decatur,georgia,usa
253090,,gatineau,quebec,canada
271844,93.0,elfinforest,,
2019,29.0,carcavelos,lisboa,portugal
2204,,elcajon,california,usa
3099,,ume,vsterbotten,sweden
5709,15.0,bayanlepas,penang,malaysia
6867,23.0,wellfleet,massachusetts,usa
6871,28.0,raleigh,northcarolina,usa
11283,,naples,maine,usa
13331,58.0,champaign,illinois,usa
17453,,kenner,louisiana,usa
31818,35.0,stratford,connecticut,usa
37536,47.0,bryan,texas,usa
53775,35.0,stpetersburg,florida,usa
56198,41.0,saintlouis,missouri,usa
57528,,charlottenlund,ordrup,denmark
58258,24.0,santarosa,california,usa
62069,68.0,shermanoaks,california,usa
65710,34.0,luzern,luzern,switzerland
66455,,whitebearlake,minnesota,usa
66912,75.0,padstow,england,unitedkingdom
69658,39.0,bakersfield,california,usa
69698,46.0,landolakes,florida,usa
71285,28.0,ourense,ourense,spain
73542,,frankville,ontario,canada
73550,,glenside,pennsylvania,usa
79854,29.0,liverpool,england,unitedkingdom
81927,17.0,cincinnati,ohio,usa
82144,22.0,tampa,florida,usa
85122,,salem,oregon,usa
92807,47.0,toronto,ontario,canada
93405,31.0,romeoville,illinois,usa
109416,23.0,warwick,rhodeisland,usa
110069,18.0,londonderry,newhampshire,usa
110081,31.0,hollywood,florida,usa
110814,,leola,pennsylvania,usa
114018,20.0,tucson,arizona,usa
114185,,coquille,oregon,usa
114243,,adell,wisconsin,usa
116343,,fortlauderdale,florida,usa
119580,14.0,pensacola,florida,usa
120599,,louisburg,northcarolina,usa
121083,38.0,monessen,pennsylvania,usa
123154,19.0,terrytown,louisiana,usa
129783,48.0,mechanicsville,virginia,usa
153254,36.0,rockland,maine,usa
157126,,chicago,illinois,usa
168034,,fortworth,texas,usa
168035,35.0,shawnee,kansas,usa
168332,,burford,ontario,canada
173216,,chemainus,britishcolumbia,canada
179411,,sussexcorner,newbrunswick,canada
189747,33.0,vancouver,britishcolumbia,canada
191724,41.0,bathurst,newbrunswick,canada
195241,58.0,tumwater,washington,usa
199953,38.0,manuels,newfoundland,canada
205059,69.0,bangalore,karnataka,india
206440,,chicago,illinois,usa
208378,,sanmarcos,california,usa
221114,28.0,grantspass,oregon,usa
224659,17.0,olympia,washington,usa
233649,51.0,quitman,mississippi,usa
234544,,sealbeach,california,usa
236247,28.0,toronto,ontario,canada
240602,,pulaski,virginia,usa
247141,,scottsdale,arizona,usa
254288,23.0,minneapolis,minnesota,usa
258459,,manakinsabot,virginia,usa
267164,23.0,fredericton,newbrunswick,canada
267809,,etobicoke,ontario,canada
276247,23.0,vancouver,britishcolumbia,canada
28025,33.0,scottsdale,arizona,usa
127048,51.0,beavercreek,ohio,usa
181254,,clinton,newyork,usa
264873,72.0,tucson,arizona,usa
730,69.0,albuquerque,newmexico,usa
105596,,victoria,britishcolumbia,canada
49679,36.0,ames,iowa,usa
157604,42.0,seattle,washington,usa
214133,65.0,hamilton,ontario,canada
214826,,mannsville,newyork,usa
215746,,ontario,california,usa
20570,40.0,kansascity,missouri,usa
31820,33.0,morinheights,quebec,canada
40316,59.0,mason,michigan,usa
88160,,boise,idaho,usa
102842,,flagstaff,arizona,usa
111356,,ipswich,massachusetts,usa
141974,,galesville,maryland,usa
144691,45.0,hibbing,minnesota,usa
157660,,springfield,missouri,usa
170969,35.0,richmond,virginia,usa
184421,24.0,groningen,groningen,netherlands
184699,,brokenarrow,oklahoma,usa
204663,43.0,coimbra,na,portugal
207702,56.0,collierville,tennessee,usa
243917,48.0,philadelphia,pennsylvania,usa
246433,,dublin,ohio,usa
254485,,mtjuliet,tennessee,usa
259466,,boise,idaho,usa
6505,56.0,topeka,kansas,usa
150973,38.0,danville,california,usa
10461,,houston,texas,usa
56102,,sammamish,washington,usa
137136,80.0,exton,pennsylvania,usa
159295,,coquitlam,britishcolumbia,canada
181916,,sheffield,england,unitedkingdom
202528,,fortyfort,,usa
208376,,albuquerque,newmexico,usa
96827,18.0,korb,badenwuerttemberg,germany
135785,32.0,capitolheights,maryland,usa
153619,,wilkesbarre,pennsylvania,usa
172175,,bellingham,washington,usa
251036,15.0,creola,alabama,usa
260202,,london,england,unitedkingdom
262576,49.0,lasvegas,nevada,usa
18802,16.0,stlouis,missouri,usa
36200,54.0,hilo,hawaii,usa
50564,53.0,carbondale,illinois,usa
62378,,santabarbara,california,usa
72005,66.0,lacey,washington,usa
104925,44.0,duluth,minnesota,usa
112790,57.0,gilbert,arizona,usa
121530,35.0,frankfort,kentucky,usa
223347,,palatine,illinois,usa
244400,55.0,westlinn,oregon,usa
268156,60.0,chilliwack,britishcolumbia,canada
269308,52.0,hayward,california,usa
278119,50.0,cincinnati,ohio,usa
160812,,newcity,newyork,usa
6854,,fortpierce,florida,usa
39492,36.0,london,england,unitedkingdom
117802,23.0,tucson,arizona,usa
155043,,calais,maine,usa
253476,,jasper,missouri,usa
51926,,dallas,texas,usa
220746,,brampton,ontario,canada
93769,74.0,rochester,newyork,usa
125133,,brookfield,wisconsin,usa
138439,43.0,austin,texas,usa
160511,26.0,alexandria,virginia,usa
31375,,sandiego,california,usa
45369,69.0,northbend,washington,usa
49900,48.0,catonsville,maryland,usa
91437,29.0,lacey,washington,usa
92869,,grandrapids,michigan,usa
122203,37.0,vista,california,usa
219235,,woodstock,georgia,usa
43824,23.0,helsinki,uusimaa,finland
97906,29.0,alexandria,virginia,usa
56998,58.0,nbergen,newjersey,usa
101910,34.0,sandiego,california,usa
108237,56.0,nftmyers,florida,usa
124841,20.0,mansfield,pennsylvania,usa
133612,,mansfield,pennsylvania,usa
166793,,mansfield,pennsylvania,usa
178613,41.0,americancanyon,california,usa
739,55.0,oakdale,minnesota,usa
193746,,defuniaksprings,florida,usa
79945,17.0,manhattan,kansas,usa
135665,19.0,juneau,alaska,usa
225903,12.0,lemoore,california,usa
26846,45.0,ames,iowa,usa
185317,31.0,haubstadt,indiana,usa
245007,21.0,toronto,ontario,canada
16376,59.0,rosemount,queensland,australia
26801,51.0,sacramento,california,usa
36693,50.0,seattle,washington,usa
69916,55.0,oysterbay,newyork,usa
94984,,glenridge,newjersey,usa
117721,36.0,sandiego,california,usa
151476,22.0,okemos,michigan,usa
187969,,glendale,california,usa
263329,31.0,elche,alicante,spain
272309,22.0,okemos,michigan,usa
2466,,olathe,kansas,usa
52438,,davis,california,usa
55850,47.0,halifax,novascotia,canada
78198,31.0,cambria,california,usa
121368,48.0,1110lynnwoodblvd,nashville,tn
124648,55.0,cupertino,california,usa
157945,,seattle,washington,usa
166685,,suncitywest,arizona,usa
192852,53.0,northbrunswick,newjersey,usa
198214,16.0,cincinnati,ohio,usa
203583,50.0,pinson,alabama,usa
204363,29.0,penacook,newhampshire,usa
207573,30.0,boise,idaho,usa
211652,47.0,richardson,texas,usa
213770,36.0,puertovallarta,jalisco,mexico
219387,49.0,portorange,florida,usa
240603,50.0,pointpleasant,westvirginia,usa
39523,77.0,dale,texas,usa
42482,27.0,puyallup,washington,usa
49227,40.0,dallas,texas,usa
69775,41.0,augusta,georgia,usa
87657,26.0,tuenmun,newterritories,hongkong
121297,,smyrna,georgia,usa
172370,24.0,manteca,california,usa
190335,,lititz,pennsylvania,usa
217427,31.0,enid,oklahoma,usa
246408,40.0,riblake,wisconsin,usa
256915,,toronto,ontario,canada
127519,33.0,westhaven,connecticut,usa
53236,16.0,bethany,missouri,usa
153957,38.0,kennebunk,maine,usa
272988,36.0,boston,massachusetts,usa
161873,33.0,vancouver,britishcolumbia,canada
171031,58.0,meriden,connecticut,usa
6769,56.0,olympia,washington,usa
42165,57.0,scottsdale,arizona,usa
43061,44.0,anoka,minnesota,usa
61764,28.0,hildesheim,niedersachsen,germany
123592,,asheville,northcarolina,usa
137282,61.0,grandjunction,colorado,usa
155541,,cambridge,massachusetts,usa
190196,,loveland,colorado,usa
254278,,hammondsport,,usa
58556,,chesterfield,missouri,usa
25373,,ferndale,washington,usa
101626,25.0,holyoke,massachusetts,usa
106503,52.0,medford,oregon,usa
124635,33.0,murfreesboro,tennessee,usa
124867,19.0,charlestown,newhampshire,usa
146057,,bryant,alabama,usa
151553,,herndon,virginia,usa
250472,49.0,medford,oregon,usa
278172,,burnaby,britishcolumbia,canada
38955,,toronto,ontario,canada
51111,47.0,acton,ontario,canada
74043,,coloradosprings,colorado,usa
196915,23.0,arlington,virginia,usa
229327,,toronto,ontario,canada
16827,,aloha,oregon,usa
33557,,breckenridge,colorado,usa
60866,20.0,polo,illinois,usa
105138,,astoria,newyork,usa
128404,30.0,fallriver,massachusetts,usa
142989,,lascruces,newmexico,usa
161831,33.0,florissant,missouri,usa
162458,41.0,mossyrock,washington,usa
163337,33.0,wausau,wisconsin,usa
170567,29.0,orlando,florida,usa
223321,27.0,herkimer,newyork,usa
257419,,newportrichey,florida,usa
259764,28.0,sanbernardino,california,usa
260552,62.0,moheganlake,newyork,usa
269230,,baltimore,maryland,usa
269250,48.0,anniston,alabama,usa
223163,25.0,saginaw,michigan,usa
10932,49.0,marcoisland,florida,usa
88284,,philadelphia,pennsylvania,usa
106235,38.0,gansevoort,newyork,usa
192280,,arroyogrande,california,usa
202205,29.0,louisville,kentucky,usa
213006,,eugene,oregon,usa
220759,,upstate,newyork,usa
260520,,dallas,texas,usa
277954,30.0,philadelphia,pennsylvania,usa
11924,19.0,amherst,massachusetts,usa
42711,41.0,stanton,kentucky,usa
65707,,tunis,,tunisia
102749,,greensboro,northcarolina,usa
109617,,goldsboro,northcarolina,usa
127167,43.0,sutter,california,usa
145922,25.0,houston,texas,usa
158714,,dardanelle,arkansas,usa
200313,35.0,kamloops,britishcolumbia,canada
19096,45.0,stockportcheshire,england,unitedkingdom
79852,,portcoquitlam,britishcolumbia,canada
95516,,seattle,washington,usa
151405,15.0,thermal,california,usa
172454,,simivalley,california,usa
189066,70.0,victoria,britishcolumbia,canada
189339,38.0,ottawa,ontario,canada
221434,,coquitlam,britishcolumbia,canada
255331,70.0,eversleyhampshire,england,unitedkingdom
273328,47.0,melbourne,victoria,australia
1436,,saultstemarie,ontario,canada
1790,25.0,chicago,illinois,usa
10162,,calgary,alberta,canada
12977,16.0,kannur,kerala,india
30104,37.0,minneapolis,minnesota,usa
30629,42.0,niceville,florida,usa
31185,,morrisburg,ontario,canada
39134,70.0,sunnyvale,,california
45675,,tucson,arizona,usa
51403,32.0,frankfurt,hessen,germany
54370,26.0,panamacity,florida,usa
62592,,lanesboro,minnesota,usa
66651,,siouxfalls,southdakota,usa
72923,,shakerheights,ohio,usa
73617,20.0,ruston,louisiana,usa
74510,27.0,milwaukee,wisconsin,usa
86751,26.0,bicester,england,unitedkingdom
87549,,tualatin,oregon,usa
97381,45.0,chilliwack,britishcolumbia,canada
105408,,linolakes,minnesota,usa
111140,30.0,phoenix,arizona,usa
115180,,toronto,ontario,canada
118943,29.0,herscher,illinois,usa
120417,,hanover,pennsylvania,usa
138158,49.0,sanramon,california,usa
138557,,washington,dc,usa
139783,,petaluma,california,usa
147863,,hamilton,ontario,canada
155603,,dauphin,pennsylvania,usa
155824,45.0,nattleboro,massachusetts,usa
159691,,minneapolis,minnesota,usa
170260,,ftcollins,colorado,usa
181296,40.0,etobicoke,ontario,canada
203617,30.0,sedrowoolley,washington,usa
205001,25.0,easthartford,connecticut,usa
206852,26.0,freiburg,badenwuerttemberg,germany
215325,34.0,appleton,wisconsin,usa
228990,99.0,private,michigan,usa
229922,34.0,hamilton,ontario,canada
232292,,kc,missouri,usa
238238,,hillsboro,oregon,usa
239041,,oregoncity,oregon,usa
242959,,kingston,ontario,canada
244878,54.0,newnan,georgia,usa
262732,22.0,lascruces,newmexico,usa
265014,45.0,oakland,california,usa
273886,26.0,mannheim,badenwuerttemberg,germany
275179,76.0,ormondbeach,florida,usa
5963,38.0,sandiego,california,usa
79525,24.0,portland,oregon,usa
199615,,charlottesville,virginia,usa
42292,61.0,apopka,florida,usa
247910,28.0,lexington,kentucky,usa
255699,23.0,everett,washington,usa
261231,49.0,blackhawk,southdakota,usa
133037,18.0,whitehorse,yukonterritory,canada
70147,,christchurch,canterbury,newzealand
97025,13.0,elizabethcity,northcarolina,usa
201763,23.0,simivalley,california,usa
274512,46.0,houston,texas,usa
52100,,cary,northcarolina,usa
7050,,westbank,britishcolumbia,canada
19694,42.0,sicklerville,newjersey,usa
29975,20.0,brainerd,minnesota,usa
45707,,juneau,alaska,usa
49531,,juneau,alaska,usa
81739,49.0,nashville,tennessee,usa
118644,57.0,barre,massachusetts,usa
136290,23.0,lexington,kentucky,usa
182576,,chillicothe,ohio,usa
184241,,tokyo,tokyo,japan
253516,,charleston,southcarolina,usa
254754,28.0,seattle,washington,usa
155122,27.0,harrogate,yorkshire,unitedkingdom
743,,moraga,california,usa
4303,,calgary,alberta,canada
19605,,seattle,washington,usa
38071,46.0,cedarhill,texas,usa
45133,,littleton,colorado,usa
64714,57.0,barcelona,espaa,spain
75936,23.0,newyork,newyork,usa
77324,54.0,hallowell,maine,usa
83742,22.0,nashville,tennessee,usa
86855,,hailey,idaho,usa
87661,62.0,calgary,alberta,canada
90405,32.0,richmond,virginia,usa
98404,,oakland,california,usa
99455,48.0,seattle,washington,usa
103956,,newyork,newyork,usa
106731,27.0,sanfrancisco,california,usa
113028,,vienna,vienna,austria
113568,,kansascity,missouri,usa
116047,32.0,poynette,wisconsin,usa
116448,,boston,massachusetts,usa
116558,,cambridge,massachusetts,usa
121548,,nyc,newyork,usa
126843,62.0,annarbor,michigan,usa
128153,,delran,newjersey,usa
136957,,annarbor,michigan,usa
138813,,seattle,washington,usa
141575,,fortwayne,indiana,usa
149315,21.0,birmingham,alabama,usa
156533,,sancarlos,california,usa
160666,,shepherdstown,westvirginia,usa
161744,,tucson,arizona,usa
162576,,brampton,ontario,canada
168102,,owings,maryland,usa
174453,,matthews,northcarolina,usa
176164,23.0,yardley,pennsylvania,usa
219869,,alameda,california,usa
232410,,mountainhomevillage,california,usa
236112,,sanfrancisco,california,usa
244779,23.0,johnsoncity,tennessee,usa
245249,38.0,santafe,newmexico,usa
268125,,barrie,ontario,canada
271227,29.0,washington,dc,usa
277229,,littleton,colorado,usa
218830,,austin,texas,usa
744,48.0,ocala,florida,usa
82898,50.0,havelock,northcarolina,usa
268474,79.0,kingman,arizona,usa
143488,31.0,olympia,washington,usa
12734,57.0,sanjose,california,usa
14007,56.0,berkeley,california,usa
93738,57.0,cortez,colorado,usa
204634,71.0,mukilteo,washington,usa
267444,62.0,chesapeake,virginia,usa
269760,43.0,losangeles,california,usa
22917,16.0,alvin,texas,usa
57272,,nashua,newhampshire,usa
64773,,manchester,england,unitedkingdom
90153,,apex,northcarolina,usa
117229,,london,england,unitedkingdom
120657,17.0,sandiego,california,usa
131061,,sanjose,california,usa
147625,,portland,oregon,usa
152258,,washington,dc,usa
167759,,oakland,california,usa
173232,41.0,dover,newhampshire,usa
186326,,encinitas,california,usa
195372,38.0,jackson,mississippi,usa
229305,16.0,bigelow,arkansas,usa
232773,13.0,vancouver,britishcolumbia,canada
236198,37.0,burgin,kentucky,usa
258235,48.0,longlake,minnesota,usa
266510,31.0,suncitywest,arizona,usa
267113,15.0,arlington,virginia,usa
278525,12.0,gardiner,maine,usa
21250,39.0,lakegeorge,newyork,usa
38217,,mitaka,tokyo,japan
98281,,westseneca,newyork,usa
177217,22.0,parkforest,illinois,usa
178733,43.0,nicholasville,kentucky,usa
179249,26.0,saintjohn,newbrunswick,canada
190407,25.0,newcumberland,pennsylvania,usa
195091,,sandiego,california,usa
195573,,ny,newyork,usa
223956,24.0,stpetersburg,florida,usa
229448,42.0,vancouver,britishcolumbia,canada
252113,,eugene,oregon,usa
270165,24.0,nitro,westvirginia,usa
180170,49.0,gardena,california,usa
197130,39.0,rapidcity,southdakota,usa
753,,stockton,california,usa
756,,scranton,pennsylvania,usa
3505,30.0,florissant,missouri,usa
64086,,eastcoast,florida,usa
177391,,drumheller,alberta,canada
272909,22.0,pittsburgh,pennsylvania,usa
757,29.0,philadelphia,pennsylvania,usa
59303,21.0,newyork,newyork,usa
75748,23.0,washington,dc,usa
81386,,quemado,newmexico,usa
92556,69.0,medford,oregon,usa
100266,29.0,toronto,ontario,canada
106692,,portwashington,newyork,usa
150697,41.0,moorefield,ontario,canada
208485,36.0,capemaycourthouse,newjersey,usa
237740,,murfreesboro,tennessee,usa
758,,duesseldorf,nordrheinwestfalen,germany
5350,20.0,kln,nordrheinwestfalen,germany
43647,48.0,vernaison,rhonealpes,france
82182,28.0,oldenburg,niedersachsen,germany
100258,16.0,guildford,england,unitedkingdom
106179,23.0,barcelona,espaa,spain
138124,24.0,swindon,wiltshire,unitedkingdom
193089,52.0,southendonsea,essex,unitedkingdom
196149,29.0,lisburn,northernireland,unitedkingdom
